-0.43256,-1.6656,0.12533
0.28768,-1.1465,1.1909
1.1892,-0.037633,0.32729
0.17464,-0.18671,0.72579
-0.58832,2.1832,-0.1364
0.11393,1.0668,0.059281
-0.095648,-0.83235,0.29441
-1.3362,0.71432,1.6236
-0.69178,0.858,1.254
-1.5937,-1.441,0.57115
-0.39989,0.69,0.81562
0.71191,1.2902,0.6686
1.1908,-1.2025,-0.01979
-0.15672,-1.6041,0.2573
-1.0565,1.4151,-0.80509
0.52874,0.21932,-0.9219
-2.1707,-0.059188,-1.0106
0.61446,0.50774,1.6924
0.59128,-0.6436,0.38034
-1.0091,-0.019511,-0.048221
4.3192e-05,-0.31786,1.095
-1.874,0.42818,0.89564
0.73096,0.57786,0.040314
0.67709,0.5689,-0.25565
-0.37747,-0.29589,-1.4751
-0.234,0.11844,0.31481
1.4435,-0.35097,0.62323
0.79905,0.94089,-0.99209
0.21204,0.23788,-1.0078
-0.74204,1.0823,-0.1315
0.38988,0.087987,-0.63547
-0.55957,0.44365,-0.9499
0.78118,0.56896,-0.82171
-0.26561,-1.1878,-2.2023
0.98634,-0.51864,0.32737
0.23406,0.021466,-1.0039
-0.94715,-0.37443,-1.1859
-1.0559,1.4725,0.055744
-1.2173,-0.041227,-1.1283
-1.3493,-0.2611,0.95347
0.12864,0.65647,-1.1678
-0.46061,-0.26244,-1.2132
-1.3194,0.93122,0.011245
-0.64515,0.80573,0.23163
-0.98976,1.3396,0.2895
1.4789,1.138,-0.68414
-1.2919,-0.072926,-0.3306
-0.84363,0.49777,1.4885
-0.54648,-0.84676,-0.24634
0.66302,-0.8542,-1.2013
-0.11987,-0.065294,0.4853
-0.59549,-0.14967,-0.43475
-0.07933,1.5352,-0.60648
-1.3474,0.46938,-0.90357
0.03588,-0.62753,0.5354
0.55288,-0.20369,-2.0543
0.13256,1.5929,1.0184
-1.5804,-0.078662,-0.68166
-1.0246,-1.2344,0.28881
-0.4293,0.055801,-0.36787
-0.46497,0.37096,0.72828
2.1122,-1.3573,-1.0226
1.0378,-0.3898,-1.3813
0.31554,1.5532,0.70789
1.9574,0.50454,1.8645
-0.33981,-1.1398,-0.21112
1.1902,-1.1162,0.63527
-0.60141,0.55118,-1.0998
0.085991,-2.0046,-0.49309
0.46205,-0.321,1.2366
-0.63128,-2.3252,-1.2316
1.0556,-0.11322,0.37922
0.9442,-2.1204,-0.64468
-0.7043,-1.0181,-0.18208
1.521,-0.038439,1.2274
-0.6962,0.0075245,-0.78289
0.58694,-0.25121,0.48014
0.66816,-0.078321,0.88917
2.3093,0.52464,-0.011787
0.91314,0.055941,-1.1071
0.4855,-0.0050051,-0.27622
1.2765,1.8634,-0.52256
0.10342,-0.80765,0.68044
-2.3646,0.99011,0.2189
0.26166,1.2134,-0.27467
-0.13313,-1.2705,-1.6636
-0.70355,0.28088,-0.54121
-1.3335,1.0727,-0.71209
-0.011286,-0.00081703,-0.24944
0.39658,-0.26401,-1.664
-1.029,0.24309,-1.2566
-0.34718,-0.94137,-1.1746
-1.0211,-0.40167,0.17367
-0.11612,1.0641,-0.24539
-1.5175,0.0097342,0.071373
0.31654,0.49983,1.2781
-0.54782,0.26081,-0.013177
-0.58026,2.1363,-0.25762
-1.4095,1.7701,0.32555
-1.119,0.62035,1.2698
-0.89604,0.13518,-0.13904
-1.1634,1.1837,-0.01543
0.53622,-0.71643,-0.65556
0.31436,0.10681,1.8482
-0.27511,2.2126,1.5085
-1.9451,-1.6805,-0.57353
-0.18582,0.0089341,0.83695
-0.72227,-0.72149,-0.20118
-0.020464,0.27889,1.0583
0.62167,-1.7506,0.69735
0.81149,0.63634,1.3101
0.3271,-0.67299,-0.14933
-2.449,0.47329,0.11695
-0.5911,-0.65471,-1.0807
-0.047731,0.37934,-0.33036
-0.4999,-0.035979,-0.17476
-0.95727,1.2925,0.44091
1.2809,-0.49773,-1.1187
0.80765,0.0412,-0.75621
-0.089129,-2.0089,1.0839
-0.98119,-0.68849,1.3395
-0.90924,-0.41286,-0.50616
1.6197,0.080901,-1.0811
-1.1245,1.7357,1.9375
1.6351,-1.2559,-0.21354
-0.19893,0.3075,-0.57233
-0.97765,-0.44681,1.0821
2.3726,0.22929,-0.26662
0.70167,-0.48759,1.8625
1.1069,-1.2276,-0.66989
1.3409,0.38808,0.39306
-1.7073,0.22786,0.68563
-0.63679,-1.0026,-0.18562
-1.054,-0.071539,0.2792
1.3733,0.17984,-0.54202
1.6342,0.82522,0.23076
0.67163,-0.50808,0.85635
0.2685,0.62498,-1.0473
1.5357,0.43443,-1.9171
0.46994,1.2744,0.63854
1.3808,1.3198,-0.90943
-2.3056,1.7887,0.3908
0.020324,-0.40598,-1.5349
0.22137,-1.3745,-0.83929
-0.20864,0.75591,0.37573
-1.3454,1.4819,0.032736
1.8705,-1.209,-0.78263
-0.7673,-0.1072,-0.97706
-0.96399,-2.3792,-0.83819
0.25735,-0.18383,-0.16762
-0.11699,0.16849,-0.50121
-0.70508,0.50816,-0.42092
0.22913,-0.9595,-0.14604
0.74454,-0.8905,0.13906
-0.23614,-0.075459,-0.35857
-2.0776,-0.14355,1.3933
0.6518,-0.37713,-0.66144
0.24896,-0.38352,-0.52848
0.055388,1.2538,-2.52
0.58486,-1.0081,0.94428
-2.424,-0.22383,0.05807
-0.42461,-0.20292,-1.5131
-1.1264,-0.815,0.36661
-0.58611,1.5374,0.14007
-1.8628,-0.45419,-0.65207
0.10332,-0.22063,-0.27904
-0.73366,-0.064534,-1.444
0.61234,-1.3235,-0.66158
-0.14611,0.24808,-0.076633
1.7382,1.622,0.62644
0.091814,-0.80761,-0.46134
-1.406,-0.37453,-0.47091
1.7513,0.75322,0.064989
-0.29276,0.082823,0.76619
2.2368,0.32689,0.8633
0.67939,0.55476,1.0016
1.2594,0.044151,-0.31414
0.22671,0.99669,1.2159
-0.5427,0.91223,-0.17214
-0.33595,0.54149,0.93211
-0.57025,-1.4986,-0.050346
0.55302,0.083498,1.5775
-0.33077,0.79515,-0.7848
-1.2631,0.66665,-1.3926
-1.3006,-0.60502,-1.4886
0.55854,-0.27735,-1.2937
-0.88844,-0.98652,-0.071618
-2.4146,-0.69435,-1.3914
0.32965,0.59854,0.14718
-0.10144,-2.635,0.028053
-0.87631,-0.26548,-0.32758
-1.1582,0.58005,0.23976
-0.35088,0.8921,1.5783
-1.1082,-0.025931,-1.1106
0.75083,0.50017,-0.51726
-0.55921,-0.75337,0.92581
-0.24852,-0.14983,-1.2584
0.31262,2.6903,0.2897
-1.4228,0.24679,-1.4358
0.14857,-1.6931,0.71919
1.1418,1.5519,1.3836
-0.75809,0.44266,0.9111
-1.0741,0.20176,0.76286
-1.2882,-0.95296,0.77817
-0.0063311,0.52449,1.3643
0.48204,-0.78707,0.752
-0.16689,-0.81623,2.0941
0.080153,-0.9373,0.63574
1.682,0.59363,0.79015
0.10525,-0.15858,0.87091
-0.19476,0.075474,-0.52663
-0.68548,-0.26839,-1.1883
0.24858,0.10245,-0.041007
-2.2476,-0.51078,0.24924
0.3692,0.1792,-0.037283
-1.6033,0.33937,-0.13113
0.48519,0.59875,-0.086031
0.32529,-0.33514,-0.32245
-0.38237,-0.95337,0.23358
1.2352,-0.57853,-0.50154
0.72286,0.039498,1.5413
-1.7011,-1.0337,-0.76371
2.1764,0.43161,-0.44377
0.029996,-0.31567,0.97785
0.018295,0.81796,0.70234
-0.23127,-0.11369,0.12794
-0.79941,-0.23861,-0.089463
-1.0233,0.93754,-1.1317
-0.7107,-1.1695,1.0654
-0.68039,-1.7258,0.8132
1.4419,0.67227,0.13866
-0.85953,-0.75225,1.2296
1.1508,-0.60803,0.80616
0.21713,-0.37346,-0.83203
0.28687,-1.8189,-1.5731
2.0157,-0.071982,2.6289
-0.24332,0.17328,0.92321
-0.17855,-0.5217,1.432
-0.87012,0.80754,-0.51063
0.74351,0.8479,-0.8299
0.53299,1.0328,-1.052
0.36211,-0.036787,-1.2276
-0.2751,-0.16044,-1.0836
-1.9542,-0.90949,-0.0055787
-1.7235,1.2631,-0.60043
-2.0639,0.11091,1.4876
0.053002,0.16198,-0.026878
0.17358,0.88217,0.18229
0.7553,0.50803,0.13188
0.2801,-0.98285,-0.94409
-0.013058,0.35435,-0.89471
0.81211,0.10954,2.7316
0.41108,-1.3069,0.38381
0.4995,-0.51079,0.23492
-0.59783,0.020771,0.41944
1.1911,0.77121,-2.6442
0.28543,0.82609,-0.0081225
0.85844,0.77479,1.3059
1.2315,0.95856,-1.6545
-0.9904,0.68524,-0.97487
-0.60673,0.68679,0.020049
1.0638,-1.341,0.47951
-1.634,-1.4427,0.29378
-0.14036,-1.1303,-0.29254
-0.58254,-0.89635,0.2486
-1.4897,0.31351,-2.0251
0.52899,0.34347,0.75819
-0.69194,0.68018,-1.0725
0.89977,-2.1231,0.28471
-0.73332,-0.77338,0.15184
-0.33684,0.97076,-0.10724
1.0135,-0.47535,0.068948
0.39859,1.1163,0.62045
-0.28767,-1.3718,-0.68587
0.33168,-0.99772,0.29142
1.1071,0.24496,0.16498
0.40623,1.216,1.4484
-1.0251,0.20542,0.58888
-0.26402,2.4953,0.85595
-0.85095,0.81188,0.70024
0.75994,-1.7129,1.537
-1.6098,1.1095,-1.1097
0.38547,0.96523,0.8183
0.037049,-0.92601,-0.11192
-0.80303,-1.665,-0.9014
0.58835,0.55416,-0.41517
0.061795,0.45743,0.19901
0.25756,2.0807,-2.2772
0.33902,0.28989,0.66226
-0.58086,0.88775,0.17187
0.84882,0.96377,1.3219
-0.064345,1.3171,0.22802
-1.4296,-0.1497,-0.50497
-1.7291,-0.41747,-0.61497
0.72078,0.33936,0.88285
0.28425,-0.14554,-0.089646
0.28916,1.1648,0.80573
-1.3556,0.12089,-0.22218
0.57173,-0.30014,1.1343
-0.17936,-1.4671,1.3953
0.44084,0.56538,-0.69362
0.83387,-2.2374,1.0976
-0.0016169,-1.6146,-1.2287
0.2074,0.22094,-1.0061
-0.45307,1.3995,-0.46196
0.032716,0.79878,0.89682
0.13789,-1.6191,-1.6466
0.42871,-0.73723,0.56493
-1.3842,0.46027,0.62938
0.37985,-1.0133,-0.34724
0.44191,-1.5902,-0.70142
-1.0776,1.0022,1.7295
0.70903,-0.7479,0.22886
-0.2235,-0.85328,0.34563
0.10976,-1.133,-0.68312
-0.27786,0.65479,-1.2484
-0.59754,-0.48181,0.98337
1.7621,1.4274,0.91176
0.32682,0.069619,-1.4998
-0.41822,-0.021037,0.22842
-1.0082,-0.66462,0.55818
-1.1885,-0.77548,0.27104
1.535,-1.0523,0.62556
-0.79763,-0.31352,-0.60221
1.2591,0.85848,-2.1053
-0.36094,0.55356,-1.5564
-0.20667,-0.42557,0.49378
-0.87091,0.079828,-0.52162
-1.4139,-0.38429,-0.45792
-0.29147,-0.30122,-1.5886
1.0943,1.3242,-0.12648
-0.73716,0.21372,-0.40053
0.064938,-1.758,1.6867
0.3274,0.71597,1.5986
-2.0647,-0.74363,0.17618
0.52784,-0.55315,0.29828
-1.2266,-0.18968,-0.30171
0.95696,-0.53337,-0.90108
-0.89255,0.27872,-0.74581
1.6035,0.57427,0.32065
-0.15138,0.31576,1.3437
-2.2378,1.2929,-0.37846
0.0025214,0.88464,0.58245
-1.6142,-1.5037,0.57359
-0.91054,-1.6313,-0.35914
-0.39762,-1.1613,-1.1098
0.29067,-1.9102,1.3148
0.66532,-0.27511,-0.023022
-0.90798,-1.0437,0.37352
0.90153,1.2785,-0.12846
0.61282,1.9565,2.2663
-0.37396,2.238,-0.15958
-0.70328,0.56348,-0.050296
1.1636,0.65881,-1.5501
-3.0291,0.54058,-1.009
0.90805,1.5823,-0.97909
1.0079,0.15849,-0.58693
1.5741,-0.51665,1.2278
1.5839,-2.089,2.9495
1.3561,1.0501,-0.76717
-0.25765,-1.3718,-1.2677
-0.89495,0.58909,1.8426
1.348,-0.49125,-2.1776
0.237,-0.73541,-1.7794
0.44803,0.58121,0.85661
-0.26626,-0.41747,-0.20581
-0.17432,0.21758,1.6843
0.11953,0.65067,2.0801
-0.33922,0.73011,0.29397
-0.84911,-2.5339,-2.3789
-0.34628,-0.61094,-0.40819
-1.4156,0.22712,0.20797
-0.71972,0.75776,-1.6431
-1.0568,-0.25166,-1.2984
1.2333,1.4946,0.23594
-1.4044,0.65879,-2.5566
-0.53495,3.2025,0.4392
-1.1499,0.88676,-0.28339
1.0353,-0.36488,1.342
1.0089,0.21387,-0.29926
0.25585,-0.19083,-0.07906
0.69985,-0.79654,-0.80128
-0.0075986,-0.72681,-1.4909
0.87033,-0.26568,-1.5667
-0.39464,-0.14385,-2.3342
-1.3575,-1.8157,1.1084
-0.14211,1.1128,0.55926
0.47837,-0.67938,0.28497
-1.3329,-0.72398,-0.6636
0.19844,-1.7949,-1.3877
0.19777,1.4693,0.36649
-0.44278,-0.048563,0.077709
1.9579,-0.072848,0.93881
-0.079608,-0.80096,0.30942
1.0518,-1.6642,-1.0908
-0.19173,0.4634,-0.92415
-0.64966,0.62289,-1.3351
1.0477,0.86333,-0.64241
0.66001,1.2941,0.31458
0.85957,0.12867,0.016568
-0.072801,-0.99431,-0.74736
-0.030814,0.98835,-0.59902
1.4766,-0.8138,0.64504
-1.3099,-0.86743,-0.47423
0.22242,1.8713,0.11
-0.41134,0.51124,-1.1991
-0.096361,0.44582,-0.29582
-0.168,0.17954,0.42112
1.6777,1.9969,0.69696
-1.3664,0.36305,-0.56704
-1.0442,0.69714,0.48403
-0.19375,-0.3781,-0.88637
-1.8402,-1.6282,-1.1738
-0.41541,0.17509,0.22943
-1.2409,0.7,0.42688
1.4548,-0.51019,-0.0066567
-0.5255,0.7177,1.0884
0.50055,2.7718,-0.16031
0.42949,-1.9668,-0.54602
-1.8884,-0.10795,-1.3161
-0.67263,-0.90236,-0.1548
0.94724,1.5504,0.42904
-0.56079,0.1793,-0.77151
-0.94339,-1.4076,-1.9061
-0.065293,0.67215,0.20615
-0.0081242,0.020042,-0.55845
1.8861,-0.21998,-1.4144
-0.30281,-0.56957,-0.12149
-0.39017,-0.84429,-1.7378
-0.44952,-1.5479,-0.095776
0.90771,2.3696,0.51977
0.41053,1.0526,0.42878
1.2951,-0.18605,0.13073
-0.65763,-0.75927,-0.59517
0.8124,0.069541,-1.8337
1.8274,0.65408,-1.5448
-0.37511,0.20769,-0.76561
-0.10636,0.33877,1.0335
-1.4048,-1.0306,-0.64337
0.17079,1.3448,1.9363
0.74134,0.81198,-0.14281
-0.099858,-0.80013,0.49325
1.2376,1.296,-0.2782
0.21713,0.63073,-0.54855
0.22963,0.35531,0.52128
-0.61597,1.3458,0.97492
-2.3779,-1.0923,-0.32571
-2.0122,1.5677,0.23334
0.64642,-1.1294,0.19704
1.6969,0.72603,0.79253
0.60336,-0.058405,-1.1087
2.1442,-1.3528,0.45702
0.39117,2.073,-0.32332
1.4681,-0.5024,0.20959
0.7548,-0.94819,0.61316
1.7605,0.088762,2.5956
-0.67547,2.7868,-0.016827
0.27165,-0.9141,-1.9514
-0.31742,0.58833,0.829
-1.6749,-1.9223,-0.43666
0.044974,2.4166,-0.30989
0.18758,0.9477,-0.5257
-1.1156,-1.5923,1.1748
0.48514,1.6455,-0.45423
1.0088,2.0494,0.60202
0.01786,-1.6104,1.2388
0.68359,-0.78072,0.53098
2.1345,0.35436,0.2317
1.288,-0.013488,-1.3333
-0.55634,0.7556,-0.91185
1.3717,0.24558,0.11884
0.38469,-0.070152,-0.57831
0.46931,1.2997,1.6348
-0.70281,0.80725,-1.0275
1.2945,0.01493,0.21871
1.7132,-2.0788,0.11292
-1.0865,-1.5583,0.63741
-0.40458,-0.40333,0.084076
-0.43535,-0.56262,0.87806
-0.81465,-0.25836,0.4933
-0.80269,-0.0083286,0.62757
0.15438,2.5807,-1.3062
1.0235,0.7778,-0.83388
-0.58666,0.065664,-0.012342
-0.076987,-1.5586,1.7026
-0.46898,0.094619,0.28707
0.91935,0.51014,0.24544
-1.4005,0.96957,1.5937
-1.4379,-1.5342,-0.07471
0.081459,-0.84324,-0.56464
-0.028207,-1.2437,0.73304
0.05958,0.14914,1.5959
-0.77725,1.5503,1.055
-0.16665,0.31448,1.4196
0.32735,0.47565,0.39875
-0.07277,1.3148,0.97828
1.7221,-0.4123,0.56513
0.73985,0.22014,1.3128
0.62915,-1.108,-0.447
-0.72599,0.35405,-0.50677
-2.1037,-0.66468,1.4501
-0.32981,2.7019,-1.6349
-0.53633,0.54722,1.4926
-0.45524,-0.49642,1.2353
0.040926,0.74847,1.2308
0.3049,1.0778,0.76515
-1.3196,-0.50919,0.55512
-1.9576,-0.76045,-2.4439
-0.65937,-0.11478,0.30008
-0.584,-3.0737,1.551
-0.40737,1.4281,-1.3532
0.90397,0.54167,-0.46502
2.4304,2.0205,0.79729
0.030996,0.54074,0.68392
-0.59005,-0.26108,1.5171
1.0073,0.30342,-0.81708
-0.49119,0.86747,0.36079
-0.080371,0.7493,-1.792
1.2132,-0.060524,-0.39252
0.60955,0.64358,1.0195
0.93444,1.2286,-0.24949
-0.70758,-0.59382,-0.26231
1.2428,-1.5489,-0.38676
0.2751,0.82615,-0.97928
-0.1043,0.12785,0.062544
0.37162,-0.10396,-0.69678
-0.38682,0.016134,1.3692
0.41688,0.068741,0.29419
0.47263,1.7827,0.26058
1.5107,0.31697,0.80347
0.58087,1.7786,-0.93807
-0.91667,0.37601,0.90978
0.15425,-0.20226,1.4887
-0.62164,0.80954,1.9288
0.39606,-0.8614,2.4319
-0.84052,0.28045,0.82042
1.2278,-0.063565,0.64526
-1.7713,0.059612,-0.76018
-1.6909,1.1037,1.4625
0.23621,-1.0977,2.4152
-0.40211,0.91413,-0.13596
1.3142,0.32236,-0.4765
0.076162,-0.10515,1.417
0.70791,0.36792,-0.60284
-0.85211,0.65512,1.4702
-0.8104,-1.2762,1.7223
0.10188,-0.802,-1.2508
1.2377,1.5282,1.7769
0.63117,0.083259,2.14
1.2635,-1.7506,-0.014432
2.4681,-0.66916,0.25993
-0.37233,1.3186,-0.65308
0.062179,-0.73587,-0.17932
1.0847,0.13691,-0.015608
-0.93849,-1.4781,0.36193
0.47779,0.32174,-1.8776
0.68053,0.2334,1.2395
0.12566,0.17972,-0.60506
-1.0369,-0.29528,1.4561
1.8025,-1.3336,0.38726
-0.022809,0.1106,0.81281
-1.0091,-1.0046,0.28296
0.28975,-0.2473,-0.21886
0.89869,-0.64221,-0.18044
0.71791,0.30139,1.5489
-0.044242,-0.029651,-0.38211
-0.55393,0.93236,-1.3158
-0.30152,-2.5996,0.78008
0.60294,0.9428,-1.0239
-0.06783,0.08176,-1.767
-1.7813,-0.66035,1.3514
2.1364,0.16678,-1.7052
0.27653,0.39451,-0.098555
0.17645,-1.8379,-1.5023
0.8192,-0.23457,-1.6316
-0.31794,-0.79629,0.6908
-0.04201,0.32404,0.50646
-1.0286,0.099426,-0.11635
0.68924,1.8833,0.32543
-0.095213,0.031172,-0.6138
-1.7313,0.47878,-0.44784
0.38681,0.052959,-0.48609
0.24447,0.71831,0.15349
0.13378,-1.0062,1.3065
1.1991,-2.5773,-2.0863
0.38613,-0.86103,-1.2308
2.6416,-0.9044,-1.2233
0.3032,-0.7301,-1.1436
-1.4132,-0.59182,0.51889
-1.4928,-0.086684,-0.01262
-0.34586,0.98631,0.64326
2.9199,-1.2486,0.15711
0.78873,-0.57708,0.52763
1.6717,0.80008,0.88379
-0.22419,0.29699,-0.52101
-0.15536,-0.098498,0.99717
0.43447,-0.025721,-0.37993
-0.2424,-1.1651,0.75661
1.1642,-1.0235,1.7016
-0.49417,0.17271,0.35406
-0.24626,-0.14574,-1.169
-0.022011,0.61828,1.8659
0.081875,1.608,-0.38067
-1.2996,-0.72396,-0.56498
0.62166,-1.3355,-0.12311
-1.1028,-2.7532,0.25202
-0.85815,1.1354,-0.29791
1.1543,1.0461,2.1269
-0.65577,-1.1424,0.94904
-0.40461,-0.38433,0.48202
0.44377,0.3811,1.1023
0.85645,-1.1785,0.40197
-0.58423,-0.97949,0.11511
0.068471,-0.5299,0.54111
